"id","edu_21","mother_edu_21","father_edu_21","age_21","race_hisp_21","ppracem.x","job_21","income_21","current_student_type_21","current_student_21","current_student1_21","college_degree_with_current_21","college_degree_obtained_21","first_gen_21","edu_20","mother_edu_20","father_edu_20","age_20","race_hisp_20","ppracem.y","job_20","income_20","current_student_type_20","current_student_20","current_student1_20","college_degree_with_current_20","college_degree_obtained_20","first_gen_20","edu_19","mother_edu_19","father_edu_19","age_19","race_hisp_19","ppracem","job_19","income_19","current_student_type_19","current_student_19","current_student1_19","college_degree_with_current_19","college_degree_obtained_19","first_gen_19"
10460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","High school degree or GED","High school degree or GED","65-74","White, Non-Hispanic","White","Office and Administrative Support","$25,000 to $39,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Graduate degree","Graduate degree","18-24","White, Non-Hispanic","White","Business Operations (including Marketing)","$100,000 to $149,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master’s degree","Graduate degree","Bachelor’s degree","25-34","White, Non-Hispanic","White","Architecture and Engineering","$75,000 to $99,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Certificate or technical degree","Bachelor’s degree","65-74","White, Non-Hispanic","White","Health Diagnosing or Treating Practitioner (such as physician, nurse, dentist, v","$100,000 to $149,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Graduate degree","Graduate degree","35-44","Other, Non-Hispanic","Asian","Sales","$200,000 or higher","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master’s degree","Graduate degree","Less than High School degree","35-44","Other, Non-Hispanic","Asian","Management","$100,000 to $149,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Associate degree","High school degree or GED","25-34","White, Non-Hispanic","White","Health Diagnosing or Treating Practitioner (such as physician, nurse, dentist, v","$75,000 to $99,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master’s degree","Bachelor’s degree","Some college but no degree","35-44","Black, Non-Hispanic","Black or African American","Building and Grounds Cleaning and Maintenance","$1 to $4,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master’s degree","Graduate degree","Some college but no degree","65-74","White, Non-Hispanic","White","Education, Training, and Library","$75,000 to $99,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","High school degree or GED","High school degree or GED","45-54","White, Non-Hispanic","White","Life, Physical, and Social Sciences","$150,000 to $199,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master’s degree","Graduate degree","Graduate degree","35-44","White, Non-Hispanic","White","Computer and Mathematical","$40,000 to $49,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master’s degree","Bachelor’s degree","Graduate degree","25-34","White, Non-Hispanic","White","Education, Training, and Library","$150,000 to $199,999","Yes, as a full-time student","Doctoral Degree","0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master’s degree","High school degree or GED","High school degree or GED","45-54","White, Non-Hispanic","White","Management","$25,000 to $39,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Certificate or technical degree","Bachelor’s degree","45-54","Other, Non-Hispanic","Asian","Management","$200,000 or higher","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Bachelor’s degree","High school degree or GED","18-24","White, Non-Hispanic","White","Computer and Mathematical","$15,000 to $24,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","High school degree or GED","Less than High School degree","55-64","White, Non-Hispanic","White","Management","$25,000 to $39,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master’s degree","Graduate degree","Graduate degree","35-44","White, Non-Hispanic","White","Computer and Mathematical","$200,000 or higher","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Bachelor’s degree","Graduate degree","55-64","White, Non-Hispanic","White","Management","$150,000 to $199,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master’s degree","Bachelor’s degree","Bachelor’s degree","25-34","White, Non-Hispanic","White","Life, Physical, and Social Sciences","$100,000 to $149,999","No",NA,"0","1","1","cont_edu","Graduate degree","Graduate degree","Graduate degree","35-44","Hispanic","White","Management","$200,000 or higher","No",NA,"0","1","1","cont_edu"
10542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Bachelor’s degree","Bachelor’s degree","25-34","White, Non-Hispanic","White","Architecture and Engineering","$40,000 to $49,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master’s degree","Some college but no degree","High school degree or GED","45-54","Black, Non-Hispanic","Black or African American","Education, Training, and Library","$100,000 to $149,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Graduate degree","Graduate degree","25-34","White, Non-Hispanic","White","Education, Training, and Library","$25,000 to $39,999","Yes, as a part-time student","Master�s degree","0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","High school degree or GED","High school degree or GED","55-64","Black, Non-Hispanic","Black or African American","Financial Operations or Financial Services (including Financial Advisor, Broker)","$75,000 to $99,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master’s degree","High school degree or GED","High school degree or GED","45-54","White, Non-Hispanic","White","Management","$0","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","High school degree or GED","Less than High School degree","55-64","Hispanic","White","Office and Administrative Support","$0","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Less than High School degree","Some college but no degree","45-54","Hispanic","White","Sales","$50,000 to $74,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master’s degree","Graduate degree","Bachelor’s degree","25-34","White, Non-Hispanic","White","Business Operations (including Marketing)","$150,000 to $199,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Some college but no degree","Graduate degree","45-54","2+ Races, Non-Hispanic","2+ races","Transportation and Material Moving","$75,000 to $99,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master’s degree","Graduate degree","Graduate degree","55-64","White, Non-Hispanic","White","Education, Training, and Library","$75,000 to $99,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","High school degree or GED","High school degree or GED","45-54","Hispanic","White","Management","$100,000 to $149,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master’s degree","Bachelor’s degree","High school degree or GED","25-34","White, Non-Hispanic","White","Architecture and Engineering","$100,000 to $149,999","No",NA,"0","1","1","cont_edu","Graduate degree","High school degree or GED","Graduate degree","45-54","Other, Non-Hispanic","Asian","Architecture and Engineering","$100,000 to $149,999","No",NA,"0","1","1","first_gen"
10580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Bachelor’s degree","High school degree or GED","18-24","White, Non-Hispanic","White","Computer and Mathematical","$25,000 to $39,999","No",NA,"0","1","1","cont_edu","Graduate degree","Graduate degree","Graduate degree","18-24","White, Non-Hispanic","White","Installation, Maintenance, and Repair","$50,000 to $74,999","No",NA,"0","1","1","cont_edu"
10583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Bachelor’s degree","Bachelor’s degree","35-44","White, Non-Hispanic","White","Financial Operations or Financial Services (including Financial Advisor, Broker)","$200,000 or higher","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","High school degree or GED","High school degree or GED","45-54","Hispanic","White","Lawyer, judge","$100,000 to $149,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Don’t know","Don’t know","25-34","White, Non-Hispanic","White","Business Operations (including Marketing)","$0","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","High school degree or GED","High school degree or GED","25-34","White, Non-Hispanic","White","Office and Administrative Support","$25,000 to $39,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master’s degree","Graduate degree","Bachelor’s degree","45-54","White, Non-Hispanic","White","Architecture and Engineering","$100,000 to $149,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master’s degree","High school degree or GED","Certificate or technical degree","45-54","White, Non-Hispanic","White","Computer and Mathematical","$100,000 to $149,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Graduate degree","Graduate degree","35-44","Hispanic","White","Computer and Mathematical","$50,000 to $74,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Associate degree","Associate degree","35-44","Hispanic","White","Sales","$1 to $4,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Don’t know","Don’t know","25-34","Hispanic","White","Financial Operations or Financial Services (including Financial Advisor, Broker)","$100,000 to $149,999","Yes, as a part-time student","Certificate or technical degree","0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Some college but no degree","Certificate or technical degree","25-34","White, Non-Hispanic","White","Protective Service","$75,000 to $99,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Bachelor’s degree","Bachelor’s degree","18-24","White, Non-Hispanic","White","Life, Physical, and Social Sciences","$5,000 to $14,999","Yes, as a full-time student","Professional degree (e.g. MBA, MD, JD)","0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Less than High School degree","Don’t know","55-64","Hispanic","White","Management","$50,000 to $74,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master’s degree","High school degree or GED","High school degree or GED","55-64","Hispanic","White","Business Operations (including Marketing)","$100,000 to $149,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Associate degree","Associate degree","55-64","Other, Non-Hispanic","Asian","Business Operations (including Marketing)","$100,000 to $149,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master’s degree","Bachelor’s degree","Graduate degree","45-54","Black, Non-Hispanic","Black or African American","Community and Social Services","$40,000 to $49,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Associate degree","High school degree or GED","25-34","Hispanic","White","Computer and Mathematical","$25,000 to $39,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Associate degree","Bachelor’s degree","25-34","White, Non-Hispanic","White","Management","$100,000 to $149,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Some college but no degree","Some college but no degree","25-34","White, Non-Hispanic","White","Health Diagnosing or Treating Practitioner (such as physician, nurse, dentist, v","$100,000 to $149,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master’s degree","Bachelor’s degree","Bachelor’s degree","25-34","White, Non-Hispanic","White","Architecture and Engineering","$75,000 to $99,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Bachelor’s degree","Associate degree","35-44","White, Non-Hispanic","White","Health Diagnosing or Treating Practitioner (such as physician, nurse, dentist, v","$100,000 to $149,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","High school degree or GED","High school degree or GED","55-64","White, Non-Hispanic","White","Management","$200,000 or higher","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master’s degree","High school degree or GED","Certificate or technical degree","35-44","White, Non-Hispanic","White","Education, Training, and Library","$100,000 to $149,999","Refused",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Graduate degree","Some college but no degree","18-24","Black, Non-Hispanic","Black or African American","Lawyer, judge","$1 to $4,999","Yes, as a full-time student","Professional degree (e.g. MBA, MD, JD)","0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Bachelor’s degree","Bachelor’s degree","25-34","White, Non-Hispanic","White","Computer and Mathematical","$150,000 to $199,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","High school degree or GED","High school degree or GED","65-74","White, Non-Hispanic","White","Management","$150,000 to $199,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Bachelor’s degree","Associate degree","25-34","White, Non-Hispanic","White","Arts, Design, Entertainment, Sports, and Media","$50,000 to $74,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Graduate degree","Graduate degree","55-64","White, Non-Hispanic","White","Management","$150,000 to $199,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","High school degree or GED","High school degree or GED","25-34","Hispanic","White","Office and Administrative Support","$50,000 to $74,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Bachelor’s degree","Graduate degree","45-54","White, Non-Hispanic","White","Management","$200,000 or higher","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master’s degree","Graduate degree","Graduate degree","25-34","White, Non-Hispanic","White","Education, Training, and Library","$50,000 to $74,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Some college but no degree","Graduate degree","35-44","Other, Non-Hispanic","Asian","Management","$200,000 or higher","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","High school degree or GED","Some college but no degree","25-34","White, Non-Hispanic","White","Business Operations (including Marketing)","$50,000 to $74,999","Yes, as a full-time student","Refused","0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Bachelor’s degree","Graduate degree","18-24","2+ Races, Non-Hispanic","2+ races","Financial Operations or Financial Services (including Financial Advisor, Broker)","$50,000 to $74,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master’s degree","Graduate degree","High school degree or GED","35-44","White, Non-Hispanic","White","Education, Training, and Library","$100,000 to $149,999","No",NA,"0","1","1","cont_edu","Graduate degree","High school degree or GED","Graduate degree","45-54","Hispanic","White","Office and Administrative Support","$40,000 to $49,999","No",NA,"0","1","1","first_gen"
10796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Some college but no degree","Some college but no degree","65-74","White, Non-Hispanic","White","Office and Administrative Support","$150,000 to $199,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","High school degree or GED","Some college but no degree","55-64","White, Non-Hispanic","White","Architecture and Engineering","$200,000 or higher","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","High school degree or GED","Bachelor’s degree","45-54","White, Non-Hispanic","White","Management","$50,000 to $74,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Graduate degree","Graduate degree","25-34","White, Non-Hispanic","White","Business Operations (including Marketing)","$100,000 to $149,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Some college but no degree","Some college but no degree","35-44","Other, Non-Hispanic","Asian","Arts, Design, Entertainment, Sports, and Media","$150,000 to $199,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","High school degree or GED","Don’t know","35-44","Hispanic","White","Protective Service","$150,000 to $199,999","No",NA,"0","1","1","first_gen","Graduate degree","Bachelor’s degree","Graduate degree","18-24","White, Non-Hispanic","White","Food Preparation and Serving","$100,000 to $149,999","Yes, as a full-time student","Professional degree (e.g. MBA, MD, JD)","0","1","1","cont_edu"
